sensitivity_case,counts_code,n1,n2,n3,n4,total_tasks,scenario_type,seed_count,method,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mean_cmax_2B_original,mean_energy_2B_original,feasible_2B,opt_speed_single_2B,opt_speed_dual_2B,opt_energy_2B,opt_cmax_2B,active_constraints_2B,kkt_pass_2B,infeasible_reason_2B,mean_cmax_3B_original,mean_energy_3B_original,feasible_3B,opt_speed_single_3B,opt_speed_dual_3B,opt_energy_3B,opt_cmax_3B,active_constraints_3B,kkt_pass_3B,infeasible_reason_3B,energy_advantage_2B_minus_3B,recommended_mode,recommendation,recommendation_reason
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.15,2748.883333,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.840909,0.88978,11806.132451,2748.883021,deadline,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271432,none,1,,-462.650284,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.2,2868.4,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.799812,0.857287,11782.138859,2868.398942,deadline,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271484,none,1,,-486.643876,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.25,2987.916667,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.780898,0.842631,11779.44903,2926.450892,none,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271522,none,1,,-489.333705,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.3,3107.433333,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.780897,0.842631,11779.44903,2926.453162,none,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271584,none,1,,-489.333705,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.35,3226.95,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.780897,0.842631,11779.44903,2926.454305,none,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271599,none,1,,-489.333705,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.4,3346.466667,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.780898,0.842631,11779.44903,2926.451455,none,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271625,none,1,,-489.333705,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1112,1,1,1,2,5,type4_dominant,3,optimized,1.5,3585.5,0.25,0.35,0.35,0.45,0.6,1.8,2390.333333,12076.333333,1,0.780898,0.842631,11779.44903,2926.451891,none,1,,1674.666667,12578.0,1,0.780898,0.842631,12268.782735,2050.271663,none,1,,-489.333705,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.7,1638.7,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,1.441971,1.419776,11801.490634,1638.699984,deadline,1,,1646.666667,10282.333333,1,0.990846,1.014428,10293.893242,1638.699942,deadline,1,,1507.597392,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.75,1755.75,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,1.342084,1.327563,11228.319251,1755.74998,deadline,1,,1646.666667,10282.333333,1,0.917218,0.952164,10143.748729,1755.749895,deadline,1,,1084.570522,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.8,1872.8,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,1.254063,1.247306,10786.784058,1872.799971,deadline,1,,1646.666667,10282.333333,1,0.851805,0.898558,10061.164463,1872.79979,deadline,1,,725.619595,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.85,1989.85,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,1.175922,1.176837,10446.798365,1989.849963,deadline,1,,1646.666667,10282.333333,1,0.793192,0.852129,10030.522045,1989.848662,deadline,1,,416.27632,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.9,2106.9,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,1.105963,1.11457,10186.387244,2106.89995,deadline,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.991293,none,1,,156.834558,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,0.95,2223.95,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,1.042838,1.059263,9989.195735,2223.949929,deadline,1,,1646.666667,10282.333333,1,0.780897,0.842631,10029.552685,2015.992146,none,1,,-40.35695,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.0,2341.0,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.985576,1.009853,9842.846317,2340.99991,deadline,1,,1646.666667,10282.333333,1,0.780897,0.842631,10029.552685,2015.992793,none,1,,-186.706368,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.05,2458.05,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.933285,0.965552,9737.830099,2458.04987,deadline,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.99083,none,1,,-291.722586,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.1,2575.1,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.885224,0.925731,9666.742472,2575.099796,deadline,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.990999,none,1,,-362.810213,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.15,2692.15,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.840902,0.889785,9623.746286,2692.149615,deadline,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.991068,none,1,,-405.8064,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.2,2809.2,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.799813,0.857287,9604.187956,2809.198724,deadline,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.991123,none,1,,-425.364729,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.25,2926.25,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.780897,0.842631,9601.995329,2866.055012,none,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.991223,none,1,,-427.557357,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.3,3043.3,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.780898,0.842631,9601.995329,2866.054353,none,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.991249,none,1,,-427.557357,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.35,3160.35,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.780897,0.842631,9601.995329,2866.055222,none,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.991249,none,1,,-427.557357,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.4,3277.4,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.780897,0.842631,9601.995329,2866.056129,none,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.991276,none,1,,-427.557357,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1121,1,1,2,1,5,dual_arm_dominant,3,optimized,1.5,3511.5,0.25,0.35,0.35,0.45,0.6,1.8,2341.0,9844.0,1,0.780897,0.842631,9601.995329,2866.056161,none,1,,1646.666667,10282.333333,1,0.780898,0.842631,10029.552685,2015.991376,none,1,,-427.557357,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.7,2005.266667,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.443541,1.421203,16755.980382,2005.266651,deadline,1,,2172.666667,14493.333333,1,1.075379,1.087577,14851.44409,2005.266632,deadline,1,,1904.536292,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.75,2148.5,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.343077,1.328514,15939.491048,2148.499984,deadline,1,,2172.666667,14493.333333,1,0.996254,1.018916,14533.540832,2148.499946,deadline,1,,1405.950216,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.8,2291.733333,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.254538,1.247743,15311.247358,2291.733303,deadline,1,,2172.666667,14493.333333,1,0.925983,0.959475,14327.504325,2291.733246,deadline,1,,983.743033,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.85,2434.966667,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.175822,1.176795,14828.228168,2434.966634,deadline,1,,2172.666667,14493.333333,1,0.863092,0.907624,14207.603542,2434.966498,deadline,1,,620.624626,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.9,2578.2,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.105385,1.113996,14459.011894,2578.19996,deadline,1,,2172.666667,14493.333333,1,0.806175,0.862243,14155.019593,2578.199396,deadline,1,,303.992301,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.95,2721.433333,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.041666,1.058201,14180.212642,2721.433274,deadline,1,,2172.666667,14493.333333,1,0.780898,0.842631,14149.427535,2646.375834,none,1,,30.785107,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.0,2864.666667,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.983967,1.008214,13974.132375,2864.666584,deadline,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.378101,none,1,,-175.29516,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.05,3007.9,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.93086,0.963519,13827.173143,3007.899883,deadline,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.378075,none,1,,-322.254392,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.1,3151.133333,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.882131,0.923198,13728.747627,3151.133142,deadline,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.378006,none,1,,-420.679908,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.15,3294.366667,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.837129,0.886745,13670.507862,3294.366321,deadline,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.377914,none,1,,-478.919673,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.2,3437.6,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.795277,0.853762,13645.797916,3437.598537,deadline,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.377863,none,1,,-503.629619,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.25,3580.833333,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.780899,0.842631,13644.044348,3489.253054,none,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.377812,none,1,,-505.383187,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.3,3724.066667,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.780897,0.842631,13644.044348,3489.256292,none,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.377873,none,1,,-505.383187,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.35,3867.3,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.780897,0.842631,13644.044348,3489.256422,none,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.377846,none,1,,-505.383187,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.4,4010.533333,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.780897,0.842631,13644.044348,3489.256421,none,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.377533,none,1,,-505.383187,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.5,4297.0,0.25,0.35,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,0.780897,0.842631,13644.044348,3489.256166,none,1,,2172.666667,14493.333333,1,0.780897,0.842631,14149.427535,2646.377513,none,1,,-505.383187,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.7,1512.233333,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.43741,1.415516,10069.502027,1512.233311,deadline,1,,1387.0,8807.666667,1,0.902518,0.940105,8651.906647,1512.233217,deadline,1,,1417.59538,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.75,1620.25,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.339005,1.324915,9585.202162,1620.249976,deadline,1,,1387.0,8807.666667,1,0.836812,0.8866,8586.74726,1620.249731,deadline,1,,998.454901,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.8,1728.266667,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.252575,1.246157,9210.836432,1728.266637,deadline,1,,1387.0,8807.666667,1,0.780899,0.842635,8568.536264,1724.104758,none,1,,642.300168,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.85,1836.283333,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.17604,1.177118,8921.279067,1836.283295,deadline,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110902,none,1,,352.742804,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.9,1944.3,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.107677,1.116302,8698.179409,1944.299943,deadline,1,,1387.0,8807.666667,1,0.780897,0.842631,8568.536263,1724.111757,none,1,,129.643145,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.95,2052.316667,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.046257,1.06234,8527.880696,2052.316596,deadline,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110098,none,1,,-40.655568,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.0,2160.333333,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.99072,1.014251,8400.048705,2160.333236,deadline,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110297,none,1,,-168.487559,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.05,2268.35,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.940096,0.971423,8306.745564,2268.349867,deadline,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110427,none,1,,-261.7907,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.1,2376.366667,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.893863,0.932931,8241.791812,2376.366457,deadline,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110531,none,1,,-326.744451,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.15,2484.383333,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.851405,0.898307,8200.317898,2484.382986,deadline,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110591,none,1,,-368.218365,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.2,2592.4,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.812253,0.867089,8178.443921,2592.399186,deadline,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110635,none,1,,-390.092343,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.25,2700.416667,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.780898,0.842633,8172.910701,2685.399728,none,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110665,none,1,,-395.625563,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.3,2808.433333,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.780897,0.842632,8172.910701,2685.4026,none,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110703,none,1,,-395.625563,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.35,2916.45,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.780897,0.842632,8172.910701,2685.403386,none,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110713,none,1,,-395.625563,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.4,3024.466667,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.780897,0.842631,8172.910701,2685.404505,none,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.110763,none,1,,-395.625563,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
low_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.5,3240.5,0.25,0.35,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,0.780897,0.842632,8172.910701,2685.401934,none,1,,1387.0,8807.666667,1,0.780897,0.842632,8568.536263,1724.11076,none,1,,-395.625563,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
