sensitivity_case,counts_code,n1,n2,n3,n4,total_tasks,scenario_type,seed_count,method,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mean_cmax_2B_original,mean_energy_2B_original,feasible_2B,opt_speed_single_2B,opt_speed_dual_2B,opt_energy_2B,opt_cmax_2B,active_constraints_2B,kkt_pass_2B,infeasible_reason_2B,mean_cmax_3B_original,mean_energy_3B_original,feasible_3B,opt_speed_single_3B,opt_speed_dual_3B,opt_energy_3B,opt_cmax_3B,active_constraints_3B,kkt_pass_3B,infeasible_reason_3B,energy_advantage_2B_minus_3B,recommended_mode,recommendation,recommendation_reason
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.8,2291.733333,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.228004,1.261296,14095.193181,2291.733254,deadline,1,,2172.666667,14493.333333,1,1.053378,1.107395,14412.55395,1995.498033,none,1,,-317.360769,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.85,2434.966667,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.148892,1.190762,13958.458852,2434.966517,deadline,1,,2172.666667,14493.333333,1,1.053378,1.107395,14412.55395,1995.498692,none,1,,-454.095098,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.9,2578.2,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.077881,1.128507,13901.854752,2578.199361,deadline,1,,2172.666667,14493.333333,1,1.05338,1.107395,14412.55395,1995.496659,none,1,,-510.699198,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,0.95,2721.433333,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.053379,1.107396,13897.772527,2631.067031,none,1,,2172.666667,14493.333333,1,1.053379,1.107395,14412.55395,1995.496847,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.0,2864.666667,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.053378,1.107395,13897.772527,2631.069895,none,1,,2172.666667,14493.333333,1,1.053379,1.107395,14412.55395,1995.496974,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.05,3007.9,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.053379,1.107396,13897.772527,2631.067179,none,1,,2172.666667,14493.333333,1,1.053378,1.107395,14412.55395,1995.49784,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.1,3151.133333,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.053378,1.107395,13897.772527,2631.070232,none,1,,2172.666667,14493.333333,1,1.053379,1.107395,14412.55395,1995.497139,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.15,3294.366667,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.053378,1.107395,13897.772527,2631.07025,none,1,,2172.666667,14493.333333,1,1.053379,1.107395,14412.55395,1995.497212,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.2,3437.6,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.05338,1.107395,13897.772527,2631.067496,none,1,,2172.666667,14493.333333,1,1.053379,1.107395,14412.55395,1995.497266,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.25,3580.833333,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.05338,1.107395,13897.772527,2631.06773,none,1,,2172.666667,14493.333333,1,1.053379,1.107395,14412.55395,1995.497319,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.3,3724.066667,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.053379,1.107395,13897.772527,2631.067858,none,1,,2172.666667,14493.333333,1,1.053378,1.107395,14412.55395,1995.497901,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.35,3867.3,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.053379,1.107395,13897.772527,2631.068,none,1,,2172.666667,14493.333333,1,1.053378,1.107395,14412.55395,1995.497907,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.4,4010.533333,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.053378,1.107395,13897.772527,2631.069076,none,1,,2172.666667,14493.333333,1,1.053378,1.107395,14412.55395,1995.497862,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1122,1,1,2,2,6,dual_arm_dominant,3,optimized,1.5,4297.0,0.45,0.55,0.35,0.45,0.6,1.8,2864.666667,13975.666667,1,1.053379,1.107395,13897.772527,2631.068199,none,1,,2172.666667,14493.333333,1,1.053378,1.107395,14412.55395,1995.497806,none,1,,-514.781423,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.7,1512.233333,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.421791,1.438864,8883.877027,1512.233291,deadline,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.025244,none,1,,111.667399,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.75,1620.25,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.323543,1.348293,8655.093623,1620.24994,deadline,1,,1387.0,8807.666667,1,1.053377,1.107395,8772.209628,1291.025932,none,1,,-117.116005,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.8,1728.266667,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.237164,1.269761,8504.997473,1728.266573,deadline,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.024675,none,1,,-267.212156,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.85,1836.283333,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.160564,1.201165,8415.580761,1836.283168,deadline,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.024838,none,1,,-356.628868,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.9,1944.3,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.092082,1.140933,8373.688935,1944.299503,deadline,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.024959,none,1,,-398.520693,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,0.95,2052.316667,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053378,1.107397,8367.18008,2010.845813,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.025055,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.0,2160.333333,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053378,1.107396,8367.18008,2010.845811,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.025089,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.05,2268.35,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053378,1.107396,8367.18008,2010.846671,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.025125,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.1,2376.366667,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053378,1.107396,8367.18008,2010.847027,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.02518,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.15,2484.383333,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053377,1.107395,8367.18008,2010.847902,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.0252,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.2,2592.4,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053377,1.107395,8367.18008,2010.848124,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.025237,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.25,2700.416667,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053378,1.107396,8367.18008,2010.84608,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.025258,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.3,2808.433333,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053378,1.107396,8367.18008,2010.846295,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.02527,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.35,2916.45,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053378,1.107396,8367.18008,2010.846425,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.025277,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.4,3024.466667,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053378,1.107396,8367.18008,2010.846525,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.025303,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1211,1,2,1,1,5,single_arm_dominant,3,optimized,1.5,3240.5,0.45,0.55,0.35,0.45,0.6,1.8,2160.333333,8401.0,1,1.053378,1.107396,8367.18008,2010.846687,none,1,,1387.0,8807.666667,1,1.053378,1.107396,8772.209628,1291.025333,none,1,,-405.029548,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.7,1882.533333,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.420016,1.437231,13209.446198,1882.533301,deadline,1,,1667.333333,12997.0,1,1.053379,1.107396,12937.133914,1544.238935,none,1,,272.312284,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.75,2017.0,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.320991,1.345909,12871.570498,2016.999948,deadline,1,,1667.333333,12997.0,1,1.053378,1.107396,12937.133914,1544.239264,none,1,,-65.563417,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.8,2151.466667,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.233788,1.266644,12651.49493,2151.466588,deadline,1,,1667.333333,12997.0,1,1.053378,1.107396,12937.133914,1544.239443,none,1,,-285.638985,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.85,2285.933333,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.156308,1.197349,12522.254234,2285.933183,deadline,1,,1667.333333,12997.0,1,1.053378,1.107396,12937.133914,1544.239567,none,1,,-414.879681,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.9,2420.4,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.08692,1.136404,12464.148837,2420.399516,deadline,1,,1667.333333,12997.0,1,1.053378,1.107395,12937.133914,1544.239648,none,1,,-472.985077,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,0.95,2554.866667,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053378,1.107396,12457.022279,2490.788436,none,1,,1667.333333,12997.0,1,1.053378,1.107395,12937.133914,1544.239709,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.0,2689.333333,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053378,1.107396,12457.022279,2490.78812,none,1,,1667.333333,12997.0,1,1.053378,1.107395,12937.133914,1544.239783,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.05,2823.8,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053377,1.107395,12457.022279,2490.789761,none,1,,1667.333333,12997.0,1,1.053377,1.107395,12937.133914,1544.240262,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.1,2958.266667,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053377,1.107395,12457.022279,2490.790078,none,1,,1667.333333,12997.0,1,1.053377,1.107395,12937.133914,1544.240276,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.15,3092.733333,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053378,1.107396,12457.022279,2490.787699,none,1,,1667.333333,12997.0,1,1.053377,1.107395,12937.133914,1544.240302,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.2,3227.2,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053378,1.107396,12457.022279,2490.788043,none,1,,1667.333333,12997.0,1,1.053377,1.107395,12937.133914,1544.240306,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.25,3361.666667,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053378,1.107396,12457.022279,2490.788237,none,1,,1667.333333,12997.0,1,1.053377,1.107395,12937.133914,1544.240341,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.3,3496.133333,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053378,1.107396,12457.022279,2490.788427,none,1,,1667.333333,12997.0,1,1.053377,1.107395,12937.133914,1544.240324,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.35,3630.6,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053378,1.107396,12457.022279,2490.788574,none,1,,1667.333333,12997.0,1,1.053377,1.107395,12937.133914,1544.240322,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.4,3765.066667,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053378,1.107395,12457.022279,2490.788684,none,1,,1667.333333,12997.0,1,1.053377,1.107395,12937.133914,1544.240306,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1212,1,2,1,2,6,mixed_balanced,3,optimized,1.5,4034.0,0.45,0.55,0.35,0.45,0.6,1.8,2689.333333,12514.666667,1,1.053378,1.107395,12457.022279,2490.788813,none,1,,1667.333333,12997.0,1,1.053377,1.107395,12937.133914,1544.240451,none,1,,-480.111635,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.7,1959.766667,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.420045,1.437201,11758.110038,1959.766628,deadline,1,,1842.0,11610.333333,1,1.053377,1.107395,11556.854437,1706.011945,none,1,,201.255601,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.75,2099.75,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.321001,1.345898,11457.357099,2099.749941,deadline,1,,1842.0,11610.333333,1,1.053379,1.107396,11556.854437,1706.010338,none,1,,-99.497338,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.8,2239.733333,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.233789,1.266643,11261.461476,2239.733236,deadline,1,,1842.0,11610.333333,1,1.053378,1.107396,11556.854437,1706.010689,none,1,,-295.392962,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.85,2379.716667,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.156309,1.197348,11146.420593,2379.716488,deadline,1,,1842.0,11610.333333,1,1.053378,1.107396,11556.854437,1706.010905,none,1,,-410.433845,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.9,2519.7,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.086921,1.136403,11094.699297,2519.699433,deadline,1,,1842.0,11610.333333,1,1.053378,1.107396,11556.854437,1706.01103,none,1,,-462.15514,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,0.95,2659.683333,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053378,1.107396,11088.35573,2592.975942,none,1,,1842.0,11610.333333,1,1.053378,1.107396,11556.854437,1706.01114,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.0,2799.666667,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053378,1.107396,11088.35573,2592.975612,none,1,,1842.0,11610.333333,1,1.053378,1.107395,11556.854437,1706.011221,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.05,2939.65,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053378,1.107396,11088.35573,2592.976484,none,1,,1842.0,11610.333333,1,1.053378,1.107395,11556.854437,1706.011292,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.1,3079.633333,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053377,1.107395,11088.35573,2592.977685,none,1,,1842.0,11610.333333,1,1.053378,1.107395,11556.854437,1706.011301,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.15,3219.616667,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053379,1.107396,11088.35573,2592.97513,none,1,,1842.0,11610.333333,1,1.053378,1.107395,11556.854437,1706.011367,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.2,3359.6,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053378,1.107396,11088.35573,2592.975532,none,1,,1842.0,11610.333333,1,1.053378,1.107395,11556.854437,1706.011385,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.25,3499.583333,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053378,1.107396,11088.35573,2592.9758,none,1,,1842.0,11610.333333,1,1.053377,1.107395,11556.854437,1706.011951,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.3,3639.566667,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053378,1.107396,11088.35573,2592.975968,none,1,,1842.0,11610.333333,1,1.053377,1.107395,11556.854437,1706.01196,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.35,3779.55,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053378,1.107396,11088.35573,2592.976122,none,1,,1842.0,11610.333333,1,1.053377,1.107395,11556.854437,1706.01196,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.4,3919.533333,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053378,1.107396,11088.35573,2592.976262,none,1,,1842.0,11610.333333,1,1.053377,1.107395,11556.854437,1706.011978,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1221,1,2,2,1,6,mixed_balanced,3,optimized,1.5,4199.5,0.45,0.55,0.35,0.45,0.6,1.8,2799.666667,11139.666667,1,1.053378,1.107396,11088.35573,2592.976437,none,1,,1842.0,11610.333333,1,1.053377,1.107395,11556.854437,1706.011976,none,1,,-468.498707,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.7,2310.466667,0.45,0.55,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.418779,1.436005,15826.885739,2310.466632,deadline,1,,2285.0,15531.333333,1,1.053378,1.107395,15453.354393,2108.748941,none,1,,373.531346,3B,recommend_3arm_lower_energy_under_deadline,3B has lower optimized energy under the same deadline
high_slow_penalty,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.75,2475.5,0.45,0.55,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.319321,1.344039,15424.073506,2475.499947,deadline,1,,2285.0,15531.333333,1,1.053379,1.107396,15453.354393,2108.74719,none,1,,-29.280887,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.8,2640.533333,0.45,0.55,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.231544,1.264209,15163.104036,2640.533252,deadline,1,,2285.0,15531.333333,1,1.053378,1.107395,15453.354393,2108.747672,none,1,,-290.250357,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.85,2805.566667,0.45,0.55,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.153198,1.194551,15011.507166,2805.566509,deadline,1,,2285.0,15531.333333,1,1.053378,1.107395,15453.354393,2108.747933,none,1,,-441.847227,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.9,2970.6,0.45,0.55,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.083117,1.133076,14945.56202,2970.599445,deadline,1,,2285.0,15531.333333,1,1.053378,1.107395,15453.354393,2108.748098,none,1,,-507.792373,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,0.95,3135.633333,0.45,0.55,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.053378,1.107395,14938.950121,3046.073141,none,1,,2285.0,15531.333333,1,1.053378,1.107395,15453.354393,2108.748964,none,1,,-514.404272,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
high_slow_penalty,1222,1,2,2,2,7,dual_arm_dominant,3,optimized,1.0,3300.666667,0.45,0.55,0.35,0.45,0.6,1.8,3300.666667,15014.333333,1,1.053378,1.107395,14938.950121,3046.071771,none,1,,2285.0,15531.333333,1,1.053378,1.107395,15453.354393,2108.748971,none,1,,-514.404272,2B,recommend_2arm_lower_energy_under_deadline,2B has lower optimized energy under the same deadline
