sensitivity_case,counts_code,deadline_ratio,deadline_value,lambda_single,lambda_dual,rho_single,rho_dual,speed_min,speed_max,mode,feasible,opt_speed_single,opt_speed_dual,opt_energy,opt_cmax,active_constraints,g_single_lower,g_single_upper,g_dual_lower,g_dual_upper,g_deadline,mu_single_lower,mu_single_upper,mu_dual_lower,mu_dual_upper,mu_deadline,stationarity_single_residual,stationarity_dual_residual,stationarity_norm,max_complementarity_error,primal_min,dual_min,kkt_pass,kkt_note
high_fast_penalty,2112,1.25,3041.25,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,11576.38994,2877.447315,none,0.2135516067,0.9864483933,0.2801492903,0.9198507097,163.8026853059,0.0,0.0,0.0,0.0,0.0,0.0045638464,0.0035689309,0.0057936139,0.0,0.2135516067,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2112,1.25,3041.25,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,12109.410149,1944.711855,none,0.2135513354,0.9864486646,0.2801490621,0.9198509379,1096.5381447147,0.0,0.0,0.0,0.0,0.0,0.0014999051,0.0009376792,0.0017688859,0.0,0.2135513354,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2112,1.3,3162.9,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813551,0.880149,11576.38994,2877.448236,none,0.213551309,0.986448691,0.2801490524,0.9198509476,285.4517644604,0.0,0.0,0.0,0.0,0.0,0.0011300286,0.0007825341,0.001374527,0.0,0.213551309,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2112,1.3,3162.9,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,12109.410149,1944.711841,none,0.2135513429,0.9864486571,0.280149067,0.919850933,1218.1881592029,0.0,0.0,0.0,0.0,0.0,0.0015902675,0.0009975186,0.0018772304,0.0,0.2135513429,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2112,1.35,3284.55,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.88015,11576.38994,2877.446337,none,0.2135519387,0.9864480613,0.2801495242,0.9198504758,407.1036626843,0.0,0.0,0.0,0.0,0.0,0.0083925153,0.0063076709,0.0104986202,0.0,0.2135519387,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2112,1.35,3284.55,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,12109.410149,1944.711852,none,0.2135513374,0.9864486626,0.2801490631,0.9198509369,1339.8381483527,0.0,0.0,0.0,0.0,0.0,0.0015249517,0.0009499046,0.0017966069,0.0,0.2135513374,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2112,1.4,3406.2,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,11576.38994,2877.446623,none,0.2135518472,0.9864481528,0.2801494493,0.9198505507,528.7533769603,0.0,0.0,0.0,0.0,0.0,0.0073375895,0.0054305769,0.0091286026,0.0,0.2135518472,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2112,1.4,3406.2,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,12109.410149,1944.711851,none,0.2135513378,0.9864486622,0.2801490633,0.9198509367,1461.488149055,0.0,0.0,0.0,0.0,0.0,0.0015295317,0.0009525672,0.0018019022,0.0,0.2135513378,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2112,1.5,3649.5,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,11576.38994,2877.446908,none,0.2135517561,0.9864482439,0.2801493742,0.9198506258,772.0530916923,0.0,0.0,0.0,0.0,0.0,0.0062867057,0.0045520788,0.0077617067,0.0,0.2135517561,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2112,1.5,3649.5,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,12109.410149,1944.711855,none,0.2135513357,0.9864486643,0.2801490616,0.9198509384,1704.7881445905,0.0,0.0,0.0,0.0,0.0,0.0015035157,0.0009319539,0.0017689255,0.0,0.2135513357,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.7,1801.1,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.419856,1.437394,12775.167859,1801.099984,deadline,0.819856159,0.380143841,0.837394376,0.362605624,1.6243e-05,0.0,0.0,0.0,0.0,6.1426632996,0.634032968,-0.649792993,0.9078704413,9.97752e-05,1.6243e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.7,1801.1,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.945543,0.994508,10863.340812,1801.099918,deadline,0.3455431181,0.8544568819,0.3945079591,0.8054920409,8.16145e-05,0.0,0.0,0.0,0.0,1.2499609857,0.8302591684,-0.918475403,1.2381144344,0.000102015,8.16145e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.75,1929.75,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.323054,1.343773,12082.5606,1929.749976,deadline,0.7230542233,0.4769457767,0.7437734488,0.4562265512,2.37329e-05,0.0,0.0,0.0,0.0,4.6913750727,5.645268872,-5.8234648153,8.1105981957,0.0001113398,2.37329e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.75,1929.75,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.876997,0.934382,10749.34491,1929.749815,deadline,0.2769971253,0.9230028747,0.3343818265,0.8656181735,0.0001852171,0.0,0.0,0.0,0.0,0.5544543666,0.0707705667,-0.0803350558,0.1070616379,0.0001026944,0.0001852171,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.8,2058.4,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.237269,1.262996,11553.51674,2058.399975,deadline,0.6372690761,0.5627309239,0.6629956698,0.5370043302,2.54047e-05,0.0,0.0,0.0,0.0,3.5808484979,2.3730330796,-2.4727442379,3.4272073272,9.09704e-05,2.54047e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.8,2058.4,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.816451,0.88259,10713.652723,2058.395752,deadline,0.2164512905,0.9835487095,0.2825900755,0.9174099245,0.0042482134,0.0,0.0,0.0,0.0,0.0235481024,0.005889603,-0.0068824576,0.0090584572,0.0001000374,0.0042482134,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.85,2187.05,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.161314,1.192029,11150.673469,2187.049963,deadline,0.5613135619,0.6386864381,0.5920285353,0.6079714647,3.71477e-05,0.0,0.0,0.0,0.0,2.7167100365,0.2400899297,-0.2529579032,0.348756183,0.0001009195,3.71477e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.85,2187.05,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949831,none,0.2135516204,0.9864483796,0.2801493005,0.9198506995,122.1001687494,0.0,0.0,0.0,0.0,0.0,0.0043698772,0.0034138986,0.0055453161,0.0,0.2135516204,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.9,2315.7,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.093658,1.12913,10846.736522,2315.699947,deadline,0.4936583921,0.7063416079,0.5291299407,0.6708700593,5.29892e-05,0.0,0.0,0.0,0.0,2.0343612796,0.32580568,-0.3472826757,0.476187566,0.0001077992,5.29892e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.9,2315.7,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.88015,10713.57571,2064.948891,none,0.2135520607,0.9864479393,0.2801496198,0.9198503802,250.7511092093,0.0,0.0,0.0,0.0,0.0,0.0090688244,0.0068742562,0.0113797616,0.0,0.2135520607,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.95,2444.35,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.032778,1.073264,10621.395015,2444.349934,deadline,0.4327778447,0.7672221553,0.4732636556,0.7267363444,6.64126e-05,0.0,0.0,0.0,0.0,1.488542204,0.1933551182,-0.2088116345,0.284584786,9.8858e-05,6.64126e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,0.95,2444.35,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949273,none,0.2135518901,0.9864481099,0.2801494806,0.9198505194,379.4007272544,0.0,0.0,0.0,0.0,0.0,0.0072477246,0.005365114,0.0090174253,0.0,0.2135518901,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.0,2573.0,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.977672,1.023372,10459.280615,2572.999909,deadline,0.3776720295,0.8223279705,0.4233717274,0.7766282726,9.05695e-05,0.0,0.0,0.0,0.0,1.0468668261,0.1477045314,-0.1618356764,0.2191059441,9.48142e-05,9.05695e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.0,2573.0,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949477,none,0.2135517984,0.9864482016,0.2801494065,0.9198505935,508.0505228056,0.0,0.0,0.0,0.0,0.0,0.0062691105,0.0045618739,0.0077532212,0.0,0.2135517984,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.05,2701.65,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.927533,0.978597,10348.589579,2701.649848,deadline,0.3275330129,0.8724669871,0.3785969682,0.8214030318,0.0001516689,0.0,0.0,0.0,0.0,0.6857589544,0.4341200931,-0.4832355399,0.6495974463,0.0001040083,0.0001516689,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.05,2701.65,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949572,none,0.2135517562,0.9864482438,0.2801493713,0.9198506287,636.7004275536,0.0,0.0,0.0,0.0,0.0,0.0058192449,0.0041804365,0.00716517,0.0,0.2135517562,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.1,2830.3,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.881591,0.938362,10280.133203,2830.299748,deadline,0.2815907232,0.9184092768,0.3383621809,0.8616378191,0.0002519589,0.0,0.0,0.0,0.0,0.3877844965,0.1127513589,-0.1277405417,0.170383435,9.77058e-05,0.0002519589,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.1,2830.3,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949681,none,0.2135517067,0.9864482933,0.2801493329,0.9198506671,765.3503189899,0.0,0.0,0.0,0.0,0.0,0.0052908473,0.0037643048,0.0064933086,0.0,0.2135517067,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.15,2958.95,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.83937,0.902015,10246.671082,2958.949295,deadline,0.2393695803,0.9606304197,0.3020148986,0.8979851014,0.0007050259,0.0,0.0,0.0,0.0,0.1398501419,0.0385366877,-0.0445036216,0.0588697599,9.8598e-05,0.0007050259,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.15,2958.95,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949695,none,0.2135517015,0.9864482985,0.2801493264,0.9198506736,894.0003048428,0.0,0.0,0.0,0.0,0.0,0.0052348536,0.0036947928,0.0064074321,0.0,0.2135517015,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.2,3087.6,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,10240.903567,3043.021491,none,0.2135516819,0.9864483181,0.2801493638,0.9198506362,44.5785087755,0.0,0.0,0.0,0.0,0.0,0.0048045572,0.0039186066,0.0061999393,0.0,0.2135516819,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.2,3087.6,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949722,none,0.2135516899,0.9864483101,0.2801493163,0.9198506837,1022.6502781834,0.0,0.0,0.0,0.0,0.0,0.0051116065,0.0035848703,0.0062433818,0.0,0.2135516899,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.25,3216.25,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,10240.903567,3043.021593,none,0.2135516584,0.9864483416,0.28014933,0.91985067,173.228406961,0.0,0.0,0.0,0.0,0.0,0.0045642831,0.0035690105,0.0057940069,0.0,0.2135516584,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.25,3216.25,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.94974,none,0.2135516825,0.9864483175,0.2801493092,0.9198506908,1151.3002602954,0.0,0.0,0.0,0.0,0.0,0.0050320734,0.0035073551,0.0061337837,0.0,0.2135516825,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.3,3344.9,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813551,0.880149,10240.903567,3043.022675,none,0.2135513279,0.9864486721,0.2801490656,0.9198509344,301.8773252531,0.0,0.0,0.0,0.0,0.0,0.0011918459,0.0008289416,0.0014517716,0.0,0.2135513279,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.3,3344.9,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.94978,none,0.213551664,0.986448336,0.2801492951,0.9198507049,1279.9502200302,0.0,0.0,0.0,0.0,0.0,0.0048346308,0.0033547573,0.0058845605,0.0,0.213551664,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.35,3473.55,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.88015,10240.903567,3043.020432,none,0.2135520313,0.9864479687,0.2801495926,0.9198504074,430.5295677674,0.0,0.0,0.0,0.0,0.0,0.0083689836,0.0062888023,0.0104684727,0.0,0.2135520313,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.35,3473.55,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949779,none,0.2135516651,0.9864483349,0.2801492946,0.9198507054,1408.6002209554,0.0,0.0,0.0,0.0,0.0,0.0048467981,0.0033491949,0.005891397,0.0,0.2135516651,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.4,3602.2,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.88015,10240.903567,3043.020754,none,0.2135519342,0.9864480658,0.2801495126,0.9198504874,559.1792462484,0.0,0.0,0.0,0.0,0.0,0.007378428,0.005460289,0.0091791043,0.0,0.2135519342,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.4,3602.2,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949809,none,0.2135516512,0.9864483488,0.2801492842,0.9198507158,1537.2501909166,0.0,0.0,0.0,0.0,0.0,0.004697796,0.0032373798,0.0057052533,0.0,0.2135516512,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.5,3859.5,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,10240.903567,3043.021156,none,0.2135518115,0.9864481885,0.2801494138,0.9198505862,816.4788437804,0.0,0.0,0.0,0.0,0.0,0.0061266937,0.0044371879,0.0075647216,0.0,0.2135518115,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2121,1.5,3859.5,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,10713.57571,2064.949851,none,0.213551632,0.986448368,0.2801492695,0.9198507305,1794.5501490209,0.0,0.0,0.0,0.0,0.0,0.0044936194,0.0030771048,0.0054462087,0.0,0.213551632,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.7,2157.4,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.418816,1.435976,17812.334033,2157.399989,deadline,0.8188163826,0.3811836174,0.8359762122,0.3640237878,1.08032e-05,0.0,0.0,0.0,0.0,7.1357764658,4.3275076477,-3.3246138491,5.457140248,7.70893e-05,1.08032e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.7,2157.4,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,1.046503,1.077395,15487.366891,2157.399957,deadline,0.4465033933,0.7534966067,0.4773946296,0.7226053704,4.26887e-05,0.0,0.0,0.0,0.0,2.5373130955,71.3150139217,-56.6905363399,91.1024045849,0.0001083145,4.26887e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.75,2311.5,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.322836,1.341316,16849.124694,2311.499983,deadline,0.7228360023,0.4771639977,0.7413163363,0.4586836637,1.6748e-05,0.0,0.0,0.0,0.0,5.4387689609,26.7570926617,-20.6324405164,33.7881578274,9.10885e-05,1.6748e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.75,2311.5,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.966815,1.013599,15173.109357,2311.499937,deadline,0.3668154692,0.8331845308,0.4135994342,0.7864005658,6.34057e-05,0.0,0.0,0.0,0.0,1.572439773,0.4942076531,-0.4073955375,0.6404782028,9.97017e-05,6.34057e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.8,2465.6,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.235474,1.261121,16114.480513,2465.599975,deadline,0.6354741965,0.5645258035,0.661120523,0.538879477,2.48662e-05,0.0,0.0,0.0,0.0,4.1462441762,5.1240205256,-4.0042201985,6.5030274292,0.0001031014,2.48662e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.8,2465.6,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.900724,0.954973,14990.679897,2465.599879,deadline,0.3007235036,0.8992764964,0.3549729647,0.8450270353,0.0001207449,0.0,0.0,0.0,0.0,0.8273578826,0.9069865495,-0.7646474997,1.1863011421,9.98992e-05,0.0001207449,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.85,2619.7,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.159042,1.18989,15556.281084,2619.699971,deadline,0.5590424769,0.6409575231,0.5898895722,0.6101104278,2.87537e-05,0.0,0.0,0.0,0.0,3.1384190246,0.5068564464,-0.4006460358,0.6460810346,9.02413e-05,2.87537e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.85,2619.7,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.841685,0.903969,14909.573372,2619.699592,deadline,0.2416850951,0.9583149049,0.3039690302,0.8960309698,0.0004076357,0.0,0.0,0.0,0.0,0.2488009652,0.2481735142,-0.2146962824,0.3281532978,0.0001014201,0.0004076357,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.9,2773.8,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.09111,1.1266,15136.33841,2773.79996,deadline,0.4911095344,0.7088904656,0.5266002686,0.6733997314,4.01008e-05,0.0,0.0,0.0,0.0,2.34197969,1.9238973566,-1.5383181376,2.4632912396,9.39152e-05,4.01008e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.9,2773.8,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,14899.860438,2699.383267,none,0.2135518829,0.9864481171,0.2801492763,0.9198507237,74.4167334461,0.0,0.0,0.0,0.0,0.0,0.0085389395,0.0050031165,0.0098966996,0.0,0.2135518829,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.95,2927.9,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,1.035159,1.066128,14826.598375,2927.899946,deadline,0.4351590771,0.7648409229,0.4661280346,0.7338719654,5.38708e-05,0.0,0.0,0.0,0.0,1.6973338563,75.9326557982,-60.4079907954,97.0303744633,9.14368e-05,5.38708e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,0.95,2927.9,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,14899.860438,2699.382709,none,0.2135521042,0.9864478958,0.2801494112,0.9198505888,228.5172906726,0.0,0.0,0.0,0.0,0.0,0.0113503899,0.0073243932,0.013508445,0.0,0.2135521042,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.0,3082.0,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.974372,1.020124,14604.560061,3081.999916,deadline,0.3743718545,0.8256281455,0.420123689,0.779876311,8.41186e-05,0.0,0.0,0.0,0.0,1.1895900823,2.530172887,-2.0800207402,3.275402436,0.0001000667,8.41186e-05,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.0,3082.0,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,14899.860438,2699.383309,none,0.2135518583,0.9864481417,0.2801492726,0.9198507274,382.6166905656,0.0,0.0,0.0,0.0,0.0,0.008225991,0.0049392856,0.0095949711,0.0,0.2135518583,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.05,3236.1,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.923626,0.975151,14454.739066,3236.099874,deadline,0.3236255888,0.8763744112,0.3751506443,0.8248493557,0.0001264926,0.0,0.0,0.0,0.0,0.7683864696,0.6221798687,-0.5201501519,0.8109648387,9.71952e-05,0.0001264926,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.05,3236.1,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,14899.860438,2699.383542,none,0.2135517544,0.9864482456,0.2801492262,0.9198507738,536.7164575243,0.0,0.0,0.0,0.0,0.0,0.006905888,0.004139989,0.0080517575,0.0,0.2135517544,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.1,3390.2,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.877233,0.934546,14363.950897,3390.199754,deadline,0.2772329472,0.9227670528,0.3345455405,0.8654544595,0.0002461584,0.0,0.0,0.0,0.0,0.4207101524,0.4410994283,-0.3754644543,0.5792600989,0.0001035613,0.0002461584,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.1,3390.2,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813552,0.880149,14899.860438,2699.383679,none,0.2135516946,0.9864483054,0.280149198,0.919850802,690.8163209803,0.0,0.0,0.0,0.0,0.0,0.006145372,0.0036562606,0.0071507928,0.0,0.2135516946,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.15,3544.3,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.834503,0.897859,14322.071683,3544.299232,deadline,0.2345026446,0.9654973554,0.2978589787,0.9021410213,0.0007683155,0.0,0.0,0.0,0.0,0.1314545163,0.1470579425,-0.1276763839,0.1947493195,0.0001009985,0.0007683155,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.15,3544.3,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,14899.860438,2699.38453,none,0.2135514054,0.9864485946,0.2801489495,0.9198510505,844.9154702455,0.0,0.0,0.0,0.0,0.0,0.0024695583,-0.0006203879,0.0025462913,0.0,0.2135514054,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.2,3698.4,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,14316.877801,3624.526969,none,0.2135521194,0.9864478806,0.2801493865,0.9198506135,73.8730310932,0.0,0.0,0.0,0.0,0.0,0.011092695,0.0066288817,0.0129224594,0.0,0.2135521194,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.2,3698.4,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,14899.860438,2699.384543,none,0.2135513906,0.9864486094,0.2801489544,0.9198510456,999.0154566687,0.0,0.0,0.0,0.0,0.0,0.0022818758,-0.0005353062,0.0023438238,0.0,0.2135513906,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.25,3852.5,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813551,0.880149,14316.877801,3624.529345,none,0.2135514169,0.9864485831,0.2801489579,0.9198510421,227.9706547607,0.0,0.0,0.0,0.0,0.0,0.0025142898,-0.0004570132,0.0025554871,0.0,0.2135514169,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.25,3852.5,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,14899.860438,2699.384565,none,0.2135513774,0.9864486226,0.2801489534,0.9198510466,1153.1154353234,0.0,0.0,0.0,0.0,0.0,0.0021139713,-0.0005526734,0.0021850223,0.0,0.2135513774,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.3,4006.6,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,14316.877801,3624.527243,none,0.2135520142,0.9864479858,0.2801493583,0.9198506417,382.0727570725,0.0,0.0,0.0,0.0,0.0,0.0098079309,0.0061630507,0.0115835531,0.0,0.2135520142,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.3,4006.6,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,14899.860438,2699.384536,none,0.2135513863,0.9864486137,0.2801489625,0.9198510375,1307.2154639476,0.0,0.0,0.0,0.0,0.0,0.0022270697,-0.000396206,0.0022620386,0.0,0.2135513863,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.35,4160.7,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,14316.877801,3624.527679,none,0.2135518832,0.9864481168,0.2801492815,0.9198507185,536.1723209496,0.0,0.0,0.0,0.0,0.0,0.0082084177,0.004892467,0.0095558544,0.0,0.2135518832,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.35,4160.7,0.35,0.45,0.5,0.6,0.6,1.8,3B,1,0.813551,0.880149,14899.860438,2699.384557,none,0.2135513749,0.9864486251,0.2801489604,0.9198510396,1461.315443478,0.0,0.0,0.0,0.0,0.0,0.0020828989,-0.000432879,0.002127405,0.0,0.2135513749,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
high_fast_penalty,2122,1.4,4314.8,0.35,0.45,0.5,0.6,0.6,1.8,2B,1,0.813552,0.880149,14316.877801,3624.527948,none,0.2135518015,0.9864481985,0.2801492347,0.9198507653,690.2720515585,0.0,0.0,0.0,0.0,0.0,0.0072105679,0.0041193253,0.0083042839,0.0,0.2135518015,0.0,1,KKT conditions numerically satisfied for barrier-golden solution
